"","login","host","data"
"466","clyde.reese","194.29.178.79",2014-09-03 19:19:52
"467","kim.phelps","194.29.178.106",2014-09-03 19:22:40
"468","mcas","193.0.96.13.3",2014-09-03 19:29:07
"469","philip.joseph","194.29.178.27",2014-09-03 19:37:11
"470","soli","194.29.178.153",2014-09-03 19:39:39
"471","david.weber","194.29.178.4",2014-09-03 19:41:28
"472","hbuc","194.29.178.196",2014-09-03 19:52:47
"473","p.vargas","194.29.178.229",2014-09-03 19:55:03
"474","m.lang","194.29.178.118",2014-09-03 20:07:47
"475","joseph.tate","193.0.96.13.34",2014-09-03 20:13:37
"476","e.massey","194.29.178.41",2014-09-03 20:13:45
"477","otho","194.29.178.137",2014-09-03 20:15:25
"478","v.white","194.29.178.130",2014-09-03 20:15:40
"479","l.harper","194.29.178.4",2014-09-03 20:34:28
"480","rcan","194.29.178.108",2014-09-03 20:37:20
"481","j.short","194.29.178.221",2014-09-03 21:22:40
"482","kim.phelps","194.29.178.106",2014-09-03 21:26:09
"483","kurt.carlson","194.29.178.223",2014-09-03 21:52:07
"484","talv","194.29.178.112",2014-09-03 22:12:58
"485","a.rodgers","193.0.96.13.54",2014-09-03 22:35:33
"486","esal","194.29.178.80",2014-09-03 22:45:01
"487","ssha","193.0.96.13.50",2014-09-03 22:47:40
"488","emac","194.29.178.228",2014-09-03 22:52:13
"489","k.holland","194.29.178.106",2014-09-03 22:53:11
"490","w.o.brien","194.29.178.155",2014-09-03 23:42:35
"491","gcun","194.29.178.197",2014-09-03 23:57:05
"492","nspa","193.0.96.13.53",2014-09-03 23:58:03
"493","norma.walsh","194.29.178.2",2014-09-04 00:19:56
"494","b.welch","193.0.96.13.9",2014-09-04 00:22:27
"495","a.miles","193.0.96.13.13",2014-09-04 00:26:16
"496","w.o.brien","194.29.178.155",2014-09-04 00:43:23
"497","p.wiley","193.0.96.13.5",2014-09-04 00:47:29
"498","e.sanders","194.29.178.203",2014-09-04 00:51:59
"499","e.molina","193.0.96.13.10",2014-09-04 00:57:52
"500","irma.cortez","194.29.178.202",2014-09-04 01:10:00
"501","josephine.snyder","194.29.178.17",2014-09-04 01:17:49
"502","r.huffman","193.0.96.13.44",2014-09-04 01:17:54
"503","kristen.pearson","194.29.178.70",2014-09-04 01:19:49
"504","dbry","194.29.178.141",2014-09-04 01:19:56
"505","clyo","194.29.178.201",2014-09-04 01:32:59
"506","e.massey","194.29.178.41",2014-09-04 01:42:12
"507","k.holland","193.0.96.13.24",2014-09-04 01:51:16
"508","marcia.price","194.29.178.106",2014-09-04 01:56:18
"509","m.drake","193.0.96.13.1",2014-09-04 02:06:20
"510","d.melton","194.29.178.73",2014-09-04 02:06:40
"511","t.weaver","194.29.178.213",2014-09-04 02:09:51
"512","charlotte.perry","194.29.178.42",2014-09-04 02:16:55
"513","clyo","194.29.178.201",2014-09-04 02:20:26
"514","p.roberson","193.0.96.13.51",2014-09-04 02:39:37
"515","philip.joseph","194.29.178.201",2014-09-04 02:56:30
"516","leo.steele","194.29.178.3",2014-09-04 03:02:41
"517","richard.mccarthy","194.29.178.125",2014-09-04 03:21:32
"518","jbel","194.29.178.126",2014-09-04 03:40:33
"519","ncas","194.29.178.229",2014-09-04 03:42:02
"520","h.wyatt","193.0.96.13.42",2014-09-04 03:43:49
"521","r.morgan","194.29.178.213",2014-09-04 03:49:59
"522","carole.randall","194.29.178.103",2014-09-04 03:56:42
"523","d.melton","194.29.178.221",2014-09-04 04:00:14
"524","s.clayton","194.29.178.4",2014-09-04 04:15:06
"525","dorothy.simpson","194.29.178.82",2014-09-04 04:29:17
"526","jhar","194.29.178.52",2014-09-04 04:35:27
"527","jerry.fisher","194.29.178.82",2014-09-04 04:49:29
"528","donna.hall","194.29.178.161",2014-09-04 04:56:32
"529","wpen","194.29.178.6",2014-09-04 05:10:12
"530","a.miles","194.29.178.75",2014-09-04 05:12:45
"531","l.norton","194.29.178.76",2014-09-04 05:18:21
"532","g.horn","194.29.178.156",2014-09-04 05:21:47
"533","blew","194.29.178.204",2014-09-04 05:32:50
"534","jgri","194.29.178.120",2014-09-04 05:32:57
"535","nday","194.29.178.13",2014-09-04 05:41:31
"536","mwat","193.0.96.13.12",2014-09-04 06:04:57
"537","cbur","194.29.178.41",2014-09-04 06:13:25
"538","jesse.wheeler","193.0.96.13.40",2014-09-04 06:16:43
"539","a.morrison","194.29.178.134",2014-09-04 06:41:01
"540","alberto.blair","193.0.96.13.31",2014-09-04 06:56:37
"541","gsto","194.29.178.238",2014-09-04 07:04:26
"542","lcar","194.29.178.173",2014-09-04 07:09:53
"543","sfos","194.29.178.140",2014-09-04 07:29:21
"544","d.mcgee","194.29.178.243",2014-09-04 07:30:32
"545","bjef","194.29.178.151",2014-09-04 07:31:50
"546","cree","194.29.178.17",2014-09-04 07:32:45
"547","ewhi","194.29.178.199",2014-09-04 07:36:56
"548","c.ramsey","194.29.178.229",2014-09-04 07:49:55
"549","angel.adams","193.0.96.13.53",2014-09-04 08:09:27
"550","ralph.roberts","194.29.178.254",2014-09-04 08:09:47
"551","dgri","194.29.178.252",2014-09-04 08:10:54
"552","baus","194.29.178.98",2014-09-04 08:37:06
"553","jsco","194.29.178.229",2014-09-04 08:43:28
"554","e.moore","194.29.178.30",2014-09-04 08:55:59
"555","l.stone","194.29.178.110",2014-09-04 09:00:13
"556","shannon.cain","194.29.178.164",2014-09-04 09:03:39
"557","g.walton","193.0.96.13.15",2014-09-04 09:14:03
"558","e.massey","194.29.178.60",2014-09-04 09:20:27
"559","barbara.alexander","193.0.96.13.27",2014-09-04 09:34:17
"560","erik.kelley","194.29.178.15",2014-09-04 10:09:07
"561","c.bass","193.0.96.13.23",2014-09-04 10:34:31
"562","r.patton","194.29.178.197",2014-09-04 10:37:57
"563","mrom","194.29.178.247",2014-09-04 11:11:48
"564","p.vargas","194.29.178.103",2014-09-04 11:12:19
"565","c.richards","194.29.178.40",2014-09-04 11:14:20
"566","jerry.fisher","194.29.178.67",2014-09-04 11:25:52
"567","c.wiggins","194.29.178.157",2014-09-04 11:33:37
"568","neil.williams","194.29.178.104",2014-09-04 11:41:17
"569","ralph.roberts","194.29.178.254",2014-09-04 11:58:00
"570","tara.mcdaniel","194.29.178.232",2014-09-04 12:07:43
"571","allen.mathis","194.29.178.218",2014-09-04 12:16:05
"572","edou","194.29.178.158",2014-09-04 12:16:25
"573","dmal","194.29.178.143",2014-09-04 12:24:54
"574","sarah.skinner","194.29.178.219",2014-09-04 12:36:48
"575","gsto","194.29.178.238",2014-09-04 12:40:57
"576","jkir","194.29.178.185",2014-09-04 13:19:42
"577","sylvia.adkins","194.29.178.119",2014-09-04 13:20:00
"578","czim","194.29.178.87",2014-09-04 13:20:22
"579","brett.johnson","194.29.178.8",2014-09-04 13:20:43
"580","eyat","194.29.178.218",2014-09-04 13:29:30
"581","m.garza","194.29.178.45",2014-09-04 13:37:44
"582","nric","194.29.178.154",2014-09-04 13:38:11
"583","s.rodriquez","194.29.178.30",2014-09-04 13:56:57
"584","jpit","194.29.178.237",2014-09-04 14:03:53
"585","dean.hammond","193.0.96.13.46",2014-09-04 14:14:21
"586","kurt.carlson","194.29.178.223",2014-09-04 14:18:09
"587","kvin","193.0.96.13.1",2014-09-04 14:19:54
"588","betty.walters","193.0.96.13.33",2014-09-04 14:34:37
"589","amar","193.0.96.13.23",2014-09-04 14:41:35
"590","l.harper","194.29.178.193",2014-09-04 14:43:33
"591","david.weber","194.29.178.4",2014-09-04 14:47:22
"592","apau","194.29.178.28",2014-09-04 14:52:12
"593","valerie.poole","194.29.178.142",2014-09-04 14:54:08
"594","j.mendoza","194.29.178.193",2014-09-04 14:54:22
"595","mary.morrow","193.0.96.13.11",2014-09-04 14:54:30
"596","m.lucas","194.29.178.41",2014-09-04 14:59:56
"597","cbow","194.29.178.15",2014-09-04 15:02:55
"598","mshe","194.29.178.207",2014-09-04 15:08:54
"599","hgar","194.29.178.65",2014-09-04 15:09:00
"600","erica.bryant","194.29.178.106",2014-09-04 15:11:58
"601","freddie.gill","194.29.178.159",2014-09-04 15:17:32
"602","k.saunders","194.29.178.202",2014-09-04 15:34:59
"603","m.sullivan","194.29.178.118",2014-09-04 15:35:24
"604","g.sherman","194.29.178.53",2014-09-04 15:50:01
"605","a.morrison","194.29.178.124",2014-09-04 16:17:57
"606","lcha","194.29.178.109",2014-09-04 16:21:23
"607","jlam","194.29.178.38",2014-09-04 16:36:26
"608","ruben.kim","194.29.178.218",2014-09-04 16:45:36
"609","kurt.carlson","194.29.178.223",2014-09-04 16:45:46
"610","slap","194.29.178.108",2014-09-04 16:52:26
"611","isaac.arnold","194.29.178.42",2014-09-04 16:54:48
"612","mper","194.29.178.205",2014-09-04 17:00:32
"613","msot","193.0.96.13.0",2014-09-04 17:05:48
"614","cody.blake","194.29.178.62",2014-09-04 17:17:37
"615","rosemary.cole","193.0.96.13.38",2014-09-04 17:18:10
"616","steven.gardner","193.0.96.13.17",2014-09-04 17:39:57
"617","d.baker","194.29.178.28",2014-09-04 17:56:06
"618","edan","194.29.178.178",2014-09-04 17:59:07
"619","rcox","193.0.96.13.15",2014-09-04 18:27:36
"620","jeffrey.morris","194.29.178.179",2014-09-04 18:34:30
"621","sfos","194.29.178.140",2014-09-04 18:38:41
"622","j.mendoza","194.29.178.129",2014-09-04 18:50:56
"623","v.schultz","194.29.178.181",2014-09-04 19:13:50
"624","deanna.hayes","194.29.178.63",2014-09-04 19:17:30
"625","daisy.guerrero","194.29.178.215",2014-09-04 19:21:19
"626","jordan.alvarado","194.29.178.201",2014-09-04 19:32:06
"627","lcoo","194.29.178.42",2014-09-04 19:35:28
"628","sham","194.29.178.108",2014-09-04 19:43:10
"629","terrence.cross","194.29.178.80",2014-09-04 19:48:43
"630","jflo","194.29.178.210",2014-09-04 19:52:04
"631","b.welch","193.0.96.13.9",2014-09-04 19:52:34
"632","d.baker","194.29.178.28",2014-09-04 19:55:15
"633","dave.coleman","193.0.96.13.49",2014-09-04 19:59:59
"634","erik.kelley","194.29.178.150",2014-09-04 20:11:17
"635","mtyl","194.29.178.60",2014-09-04 20:12:17
"636","rhou","194.29.178.140",2014-09-04 20:37:17
"637","r.spencer","193.0.96.13.15",2014-09-04 21:15:41
"638","jeanne.hoover","194.29.178.11",2014-09-04 21:16:43
"639","bonnie.flowers","194.29.178.113",2014-09-04 21:21:02
"640","m.drake","194.29.178.224",2014-09-04 21:37:47
"641","twad","194.29.178.63",2014-09-04 21:52:16
"642","theresa.griffin","193.0.96.13.9",2014-09-04 22:06:16
"643","c.sawyer","194.29.178.10",2014-09-04 22:09:15
"644","slun","194.29.178.76",2014-09-04 22:17:31
"645","h.monroe","194.29.178.70",2014-09-04 22:19:23
"646","ssta","194.29.178.235",2014-09-04 22:20:35
"647","marsha.erickson","194.29.178.196",2014-09-04 22:26:18
"648","ltur","193.0.96.13.10",2014-09-04 22:30:44
"649","dwil","194.29.178.85",2014-09-04 22:37:22
"650","claw","193.0.96.13.13",2014-09-04 22:45:41
"651","jamie.fields","194.29.178.79",2014-09-04 22:52:02
"652","j.lambert","194.29.178.53",2014-09-04 22:53:00
"653","marcia.price","193.0.96.13.7",2014-09-04 23:08:26
"654","jbel","194.29.178.126",2014-09-04 23:10:59
"655","m.lucas","194.29.178.196",2014-09-04 23:53:58
"656","martin.ballard","194.29.178.132",2014-09-04 23:56:37
"657","dshi","194.29.178.43",2014-09-05 00:00:09
"658","shirley.evans","194.29.178.27",2014-09-05 00:00:25
"659","hmax","194.29.178.118",2014-09-05 00:04:17
"660","y.summers","194.29.178.153",2014-09-05 00:10:38
"661","jgri","194.29.178.145",2014-09-05 00:12:16
"662","jmos","193.0.96.13.1",2014-09-05 00:19:18
"663","cbur","194.29.178.41",2014-09-05 00:23:57
"664","andy.copeland","194.29.178.201",2014-09-05 00:48:16
"665","nspa","193.0.96.13.53",2014-09-05 00:49:28
"666","r.patton","194.29.178.197",2014-09-05 00:49:39
"667","m.sullivan","194.29.178.118",2014-09-05 00:49:56
"668","jesse.wheeler","194.29.178.7",2014-09-05 00:50:00
"669","mwol","193.0.96.13.52",2014-09-05 01:04:18
"670","v.harrington","194.29.178.68",2014-09-05 01:08:37
"671","maurice.ferguson","193.0.96.13.44",2014-09-05 01:25:28
"672","kent.mccormick","194.29.178.91",2014-09-05 01:28:44
"673","amor","194.29.178.8",2014-09-05 01:42:01
"674","a.wilcox","194.29.178.110",2014-09-05 01:44:43
"675","r.stewart","193.0.96.13.9",2014-09-05 01:45:48
"676","ssha","193.0.96.13.50",2014-09-05 02:00:25
"677","ssan","193.0.96.13.52",2014-09-05 02:00:56
"678","heidi.watts","194.29.178.151",2014-09-05 02:02:56
"679","m.valdez","194.29.178.165",2014-09-05 02:14:21
"680","tyler.may","194.29.178.27",2014-09-05 02:27:27
"681","jmit","194.29.178.113",2014-09-05 02:36:06
"682","kristen.pearson","194.29.178.160",2014-09-05 02:54:36
"683","nfra","194.29.178.223",2014-09-05 03:04:50
"684","cody.blake","194.29.178.62",2014-09-05 03:08:34
"685","h.hudson","194.29.178.160",2014-09-05 03:10:44
"686","eyat","194.29.178.151",2014-09-05 03:11:33
"687","mwol.1","194.29.178.213",2014-09-05 03:12:24
"688","emac","193.0.96.13.20",2014-09-05 03:16:19
"689","j.gaines","194.29.178.200",2014-09-05 03:24:35
"690","mbre","193.0.96.13.7",2014-09-05 03:44:22
"691","g.horn","193.0.96.13.7",2014-09-05 03:44:24
"692","anic","194.29.178.249",2014-09-05 03:44:32
"693","richard.mccarthy","194.29.178.134",2014-09-05 03:56:25
"694","cpet","194.29.178.230",2014-09-05 04:01:54
"695","r.kelly","194.29.178.85",2014-09-05 04:10:25
"696","jflo","194.29.178.210",2014-09-05 04:17:18
"697","francisco.allen","194.29.178.15",2014-09-05 04:21:02
"698","allen.mathis","194.29.178.218",2014-09-05 04:32:43
"699","l.christensen","194.29.178.51",2014-09-05 04:36:27
"700","isaac.arnold","193.0.96.13.9",2014-09-05 04:42:28
"701","v.olson","194.29.178.45",2014-09-05 04:45:29
"702","m.valdez","194.29.178.165",2014-09-05 05:08:53
"703","armando.davis","194.29.178.195",2014-09-05 05:09:46
"704","richard.mccarthy","194.29.178.134",2014-09-05 05:12:58
"705","j.osborne","193.0.96.13.10",2014-09-05 05:20:42
"706","slap","194.29.178.108",2014-09-05 05:22:20
"707","laura.wells","193.0.96.13.14",2014-09-05 05:45:55
"708","allen.mathis","194.29.178.74",2014-09-05 06:09:16
"709","mcas","194.29.178.49",2014-09-05 06:21:47
"710","lmor","193.0.96.13.10",2014-09-05 06:32:25
"711","nfra","193.0.96.13.27",2014-09-05 07:35:46
"712","amar","193.0.96.13.23",2014-09-05 07:48:47
"713","r.morgan","194.29.178.33",2014-09-05 08:04:13
"714","dcon","194.29.178.59",2014-09-05 08:12:17
"715","denise.sandoval","194.29.178.91",2014-09-05 08:19:43
"716","marsha.erickson","194.29.178.38",2014-09-05 08:26:31
"717","jonathan.benson","194.29.178.191",2014-09-05 08:29:51
"718","m.drake","193.0.96.13.1",2014-09-05 08:34:29
"719","otho","194.29.178.137",2014-09-05 08:36:19
"720","jessie.tucker","193.0.96.13.37",2014-09-05 08:50:49
"721","neil.williams","193.0.96.13.22",2014-09-05 08:55:04
"722","egil","194.29.178.32",2014-09-05 09:11:22
"723","troy.fleming","194.29.178.7",2014-09-05 09:14:41
"724","a.mason","194.29.178.236",2014-09-05 09:26:17
"725","lpra","194.29.178.147",2014-09-05 09:27:21
"726","ddia","194.29.178.214",2014-09-05 09:32:09
"727","david.weber","194.29.178.4",2014-09-05 09:36:55
"728","e.kramer","194.29.178.200",2014-09-05 09:37:43
"729","cbro","193.0.96.13.9",2014-09-05 09:40:21
"730","jhar","193.0.96.13.12",2014-09-05 09:45:40
"731","cwal","194.29.178.200",2014-09-05 09:45:49
"732","k.brooks","193.0.96.13.20",2014-09-05 09:54:13
"733","clarence.torres","194.29.178.11",2014-09-05 10:24:42
"734","theresa.griffin","194.29.178.182",2014-09-05 10:25:56
"735","j.mills","194.29.178.148",2014-09-05 10:35:54
"736","r.morgan","194.29.178.213",2014-09-05 11:07:25
"737","s.lee","194.29.178.10",2014-09-05 11:14:18
"738","sfos","194.29.178.140",2014-09-05 11:32:41
"739","icar","194.29.178.201",2014-09-05 11:46:58
"740","charlene.terry","194.29.178.85",2014-09-05 12:11:05
"741","charlotte.perry","194.29.178.42",2014-09-05 12:19:47
"742","e.kramer","194.29.178.200",2014-09-05 12:33:51
"743","j.ingram","193.0.96.13.31",2014-09-05 12:38:54
"744","lcoo","194.29.178.248",2014-09-05 12:50:42
"745","richard.mccarthy","194.29.178.134",2014-09-05 13:01:32
"746","dean.hammond","194.29.178.43",2014-09-05 13:30:31
"747","claude.clark","193.0.96.13.36",2014-09-05 13:40:42
"748","d.mcgee","194.29.178.102",2014-09-05 13:46:12
"749","c.gilmore","194.29.178.197",2014-09-05 13:54:14
"750","eyat","194.29.178.151",2014-09-05 13:56:56
"751","rfra","194.29.178.194",2014-09-05 14:17:06
"752","gfre","194.29.178.21",2014-09-05 14:31:21
"753","jmos","194.29.178.186",2014-09-05 14:34:00
"754","j.short","194.29.178.221",2014-09-05 14:46:36
"755","gwes","194.29.178.181",2014-09-05 15:11:54
"756","v.bush","194.29.178.210",2014-09-05 15:21:04
"757","irma.cortez","194.29.178.76",2014-09-05 15:34:14
"758","r.hicks","194.29.178.85",2014-09-05 15:40:28
"759","eleanor.warner","194.29.178.24",2014-09-05 15:43:37
"760","ccar","194.29.178.215",2014-09-05 16:25:56
"761","f.gross","194.29.178.5",2014-09-05 16:27:20
"762","gsim","194.29.178.235",2014-09-05 16:28:28
"763","brett.johnson","193.0.96.13.40",2014-09-05 16:39:35
"764","leah.king","194.29.178.12",2014-09-05 16:42:59
"765","ario","194.29.178.154",2014-09-05 16:43:35
"766","laura.wells","194.29.178.67",2014-09-05 17:11:34
"767","rkem","194.29.178.183",2014-09-05 17:48:00
"768","nathaniel.butler","194.29.178.122",2014-09-05 17:57:36
"769","s.pittman","194.29.178.213",2014-09-05 18:00:21
"770","t.weaver","194.29.178.43",2014-09-05 18:08:25
"771","nbis","194.29.178.104",2014-09-05 18:26:44
"772","gregory.harrison","193.0.96.13.1",2014-09-05 18:42:19
"773","dorothy.simpson","194.29.178.82",2014-09-05 18:45:46
"774","lcoo","194.29.178.42",2014-09-05 18:50:24
"775","eroy","194.29.178.154",2014-09-05 19:03:55
"776","dmur","194.29.178.236",2014-09-05 19:08:34
"777","clyo","194.29.178.21",2014-09-05 19:20:35
"778","e.small","194.29.178.155",2014-09-05 19:37:38
"779","rlar","194.29.178.75",2014-09-05 19:39:18
"780","michelle.contreras","193.0.96.13.11",2014-09-05 19:40:10
"781","gsto","194.29.178.215",2014-09-05 19:40:39
"782","g.fernandez","194.29.178.98",2014-09-05 19:48:02
"783","gcun","194.29.178.197",2014-09-05 19:49:14
"784","z.stevenson","194.29.178.77",2014-09-05 19:52:08
"785","kristen.pearson","194.29.178.160",2014-09-05 19:59:34
"786","e.massey","194.29.178.35",2014-09-05 20:00:23
"787","amor","194.29.178.45",2014-09-05 20:10:50
"788","ramon.reyes","194.29.178.115",2014-09-05 20:13:03
"789","bagu","194.29.178.110",2014-09-05 20:13:26
"790","eroy","194.29.178.154",2014-09-05 20:16:14
"791","elmer.howard","193.0.96.13.2",2014-09-05 20:38:41
"792","jpit","194.29.178.143",2014-09-05 20:59:59
"793","t.green","194.29.178.78",2014-09-05 21:00:49
"794","beverly.hopkins","193.0.96.13.18",2014-09-05 21:07:49
"795","m.garza","194.29.178.119",2014-09-05 21:20:21
"796","francisco.allen","194.29.178.15",2014-09-05 21:52:24
"797","b.welch","193.0.96.13.9",2014-09-05 22:17:41
"798","ddia","194.29.178.64",2014-09-05 22:18:01
"799","a.wallace","193.0.96.13.48",2014-09-05 22:19:24
"800","cjam","194.29.178.191",2014-09-05 22:31:39
"801","clyo","194.29.178.201",2014-09-05 22:49:08
"802","m.santiago","194.29.178.102",2014-09-05 23:10:18
"803","j.garrett","194.29.178.152",2014-09-05 23:12:11
"804","j.owen","194.29.178.101",2014-09-05 23:37:26
"805","daisy.guerrero","194.29.178.7",2014-09-05 23:38:52
"806","nathaniel.butler","194.29.178.122",2014-09-05 23:43:59
"807","m.drake","194.29.178.224",2014-09-05 23:47:57
"808","drob","194.29.178.103",2014-09-05 23:48:51
"809","dshi","194.29.178.43",2014-09-05 23:50:11
"810","gswa","194.29.178.115",2014-09-05 23:52:42
"811","elizabeth.mendez","194.29.178.111",2014-09-05 23:58:06
"812","a.wallace","193.0.96.13.48",2014-09-06 00:06:38
"813","t.figueroa","193.0.96.13.27",2014-09-06 00:11:38
"814","ssta","194.29.178.142",2014-09-06 00:13:02
"815","jlam","194.29.178.38",2014-09-06 00:14:04
"816","c.sawyer","194.29.178.173",2014-09-06 00:18:32
"817","ramon.reyes","194.29.178.13",2014-09-06 00:21:10
"818","rcox","193.0.96.13.15",2014-09-06 00:22:39
"819","clyde.reese","194.29.178.91",2014-09-06 00:34:50
"820","annie.keith","194.29.178.76",2014-09-06 00:37:29
"821","nathaniel.butler","194.29.178.122",2014-09-06 00:37:29
"822","c.wiggins","194.29.178.28",2014-09-06 00:50:08
"823","fnel","194.29.178.155",2014-09-06 01:03:13
"824","waya","193.0.96.13.47",2014-09-06 01:16:48
"825","cjam","194.29.178.191",2014-09-06 01:28:28
"826","a.sutton","194.29.178.106",2014-09-06 01:53:35
"827","gjen","194.29.178.166",2014-09-06 02:07:33
"828","d.mcgee","194.29.178.243",2014-09-06 02:27:46
"829","edan","193.0.96.13.49",2014-09-06 02:36:51
"830","t.silva","194.29.178.102",2014-09-06 02:41:51
"831","k.brooks","194.29.178.94",2014-09-06 02:55:46
"832","jflo","194.29.178.210",2014-09-06 02:57:52
"833","e.kramer","194.29.178.234",2014-09-06 02:58:50
"834","sylvia.adkins","193.0.96.13.6",2014-09-06 03:08:36
"835","sest","193.0.96.13.22",2014-09-06 03:19:25
"836","jamie.fields","194.29.178.86",2014-09-06 03:24:47
